period_id,next_period_id,duration,pavg_turnover_rate,pavg_core_exp,pavg_rel_exp,pavg_n_party,pavg_arist_sup,pavg_agrar_sup,pavg_party_sup,pavg_busin_sup,pavg_beaur_sup,pavg_milit_sup,pavg_ethni_sup,pavg_relig_sup,pavg_local_sup,pavg_ubour_sup,pavg_rbour_sup,pavg_uprol_sup,pavg_rprol_sup,pavg_forei_sup,pavg_arist_opp,pavg_agrar_opp,pavg_party_opp,pavg_busin_opp,pavg_beaur_opp,pavg_milit_opp,pavg_ethni_opp,pavg_relig_opp,pavg_local_opp,pavg_ubour_opp,pavg_rbour_opp,pavg_uprol_opp,pavg_rprol_opp,pavg_forei_opp,pavg_sup_size,pavg_opp_size,pavg_dem_mob,pavg_aut_mob,pavg_pwr_ses,pavg_pwr_soc,pavg_legcon,pavg_jucon,pavg_repress,pfy_gini_disp,pfy_gini_mkt,pfy_gdp_percap,p_communist,p_elecaut
BOL: 1980-1982,BOL: 1983-2020,3,0.803030303030303,1.4641148325358833,0.13078149920254992,0,0.16166666666666668,0.16166666666666668,0.259,0.4073333333333333,0.333,0.741,0,0.111,0.16166666666666668,0.259,0.259,0.16166666666666668,0.16166666666666668,0,0,0.0026666666666666666,0.32733333333333337,0.0026666666666666666,0,0.2743333333333333,0.32733333333333337,0.14100000000000001,0.22433333333333333,0.67,0.7173333333333334,0.67,0.269,0,-0.6286666666666667,-0.45133333333333336,1.2493333333333334,-0.5036666666666667,0.3546666666666667,-0.238,NA,0.05266666666666667,-0.993,45.910545518391636,45.93921391014942,4027,FALSE,FALSE
BRA: 1966-1984,BRA: 1985-2020,21,0.29521391197291463,3.0897353031702073,0.300261618959681,1,0.125,0.5921052631578947,0.25,0.875,0.368,0.9671052631578947,0,0.118,0.03289473684210526,0,0.25,0,0.09210526315789473,0.375,0,0,0.3593684210526316,0.0438421052631579,0,0,0,0,0,0.5614210526315789,0.6228421052631579,0.35057894736842105,0.167,0,-0.3988421052631579,0.6974736842105264,0.32842105263157895,-0.1955263157894737,-0.381,0.701,0.17021052631578948,0.4021578947368421,-1.4793684210526317,52.34442604064942,61.96573806762695,9636,FALSE,TRUE
CAF: 1966-1993,CAF: 1994-2002,34,0.41429910465597114,3.05447084903769,-3.5883862938194526,0.7857142857142857,0.13392857142857142,0.24996428571428572,0.4732142857142857,0.25,0.47964285714285715,0.83925,0.42214285714285715,0.25,0.5153571428571428,0.2524642857142857,0.17857142857142858,0.3660357142857143,0.11607142857142858,0.15182142857142858,0.17560714285714285,0.03339285714285714,0.5988571428571429,0.26553571428571426,0.06017857142857143,0.2850714285714286,0.42560714285714285,0.42560714285714285,0.28339285714285717,0.28339285714285717,0.30125,0.03339285714285714,0.03339285714285714,0.29778571428571426,0.3686785714285714,-0.23657142857142857,-0.4404285714285714,0.7763928571428571,-0.1464642857142857,0.19407142857142856,0.15746428571428572,0.21221428571428572,-1.256892857142857,54.68635097503662,53.67423599243164,927,FALSE,FALSE
CHL: 1974-1989,CHL: 1990-2020,17,0.379536251259397,3.3168144036270633,-5.183185596372937,0,0.36125,0.536625,0.2548125,0.879625,0.305375,0.9704375,0,0.1666875,0.0870625,0.043125000000000004,0.494875,0.113125,0.102875,0.0415625,0.0340625,0.032375,0.1990625,0.0454375,0.056874999999999995,0.17406249999999998,0.0853125,0.091,0.0966875,0.7264375,0.694,0.30643750000000003,0.2860625,0.1040625,0.2133125,1.9721875,0.148,1.4408750000000001,-2.3911875,-1.3471875,NA,0.2965,-2.2514375,50.78740901947022,55.13268890380859,8725,FALSE,FALSE
COM: 1966-2005,COM: 2006-2018,40,0.46782552006816713,3.0801100002938235,-0.5448899997061762,NA,0.04805,0.10435,0.574225,0.43935,0.2908,0.585975,0.1704,0.264075,0.27590000000000003,0.031925,0,0.011825,0.011825,0.302125,0,0.178975,0.0881,0.17295,0.2006,0.1298,0.35265,0.140825,0.06875,0.36875,0.285325,0.36205,0.064975,0.05945,0.015875000000000004,0.9766750000000001,-0.751175,0.16145,0.9475750000000001,0.746875,0.342375,0.33485,-0.09090000000000001,54.520631828308105,55.160060234069825,1378,FALSE,TRUE
CPV: 1976-1990,CPV: 1991-2020,16,0.14783549783549788,5.815512265512268,-2.1844877344877323,1,0,0,0.833,0.167,0.167,0,0,0,0.167,0.167,0.167,0,0,0,0,0.2,0.2,0.2,0,0,0,0.4,0,0,0.2,0.2,0.2,0,0.056,0.224,-1.5370666666666666,-1.4376,1.148,1.623,0.5641333333333334,0.838,1.4206666666666665,41.04811702550318,45.99124168361918,2875,TRUE,FALSE
CYP: 1966-1975,CYP: 1976-2020,16,0.289102564102564,3.076282051282053,-2.423717948717947,0,0,0.008799999999999999,0.6,0.5912,0.4,0.10880000000000001,0.4,0,0.1912,0.008799999999999999,0.2088,0,0,0.2912,0.0147,0,7e-4,0.1142,0,0,0.5618,0,0,0,0,0,0,0.5912000000000001,0.7446,0.2561,-0.8669,-1.284,0.743,-0.161,0.7235,0.7743,0.391,39.2011522442482,46.947991624556956,6714,FALSE,TRUE
CZE: 1966-1989,CZE: 1990-2020,43,0.1967389910605802,6.185384959093418,-3.6062817075732485,1,0,0,0.8510416666666667,0,0.571,0.429,0,0,0,0.3017083333333333,0,0.286,0,0.5769583333333332,0,0.333,0.03279166666666666,0.333,0,0,0,0.5904583333333333,0,0.020875,0.256875,0.18775,0.18775,0,0.7142083333333333,2.3052916666666667,-1.7507916666666667,1.8289583333333332,1.787,-0.052,0.08591666666666667,0.0585,-1.4174166666666665,19.74996648788452,36.64690748214721,16439,TRUE,FALSE
ECU: 1966-1979,ECU: 1980-1999,17,0.603586889301175,1.7161410018552878,-0.426716141001855,NA,0.143,0.3224285714285714,0.3635,0.5584285714285714,0.33164285714285713,0.8659285714285714,0,0,0.10828571428571428,0,0.1887142857142857,0,0,0.09728571428571428,0.08042857142857142,0.08042857142857142,0.07928571428571428,0.11885714285714286,0.030642857142857142,0.3031428571428571,0,0,0.08414285714285713,0.286,0.15907142857142856,0.20664285714285713,0.033,0.033,-0.9511428571428571,-0.3712857142857143,-0.4501428571428571,-1.078,-0.461,-0.454,NA,0.14857142857142858,-0.21392857142857144,40.55827954571258,44.335338688288445,7484,FALSE,FALSE
ECU: 2000-2002,ECU: 2003-2020,3,0.522875816993464,1.8355119825708066,-0.1644880174291933,2.3333333333333335,0.143,0.286,0.857,0.571,0.429,0.714,0.143,0,0.286,0,0.286,0.143,0.143,0,0,0,0.143,0.286,0,0.38099999999999995,0.19066666666666665,0,0.286,0.143,0,0.143,0,0,0.31,-1.2873333333333332,-1.3936666666666666,-1.833,0.581,0.585,0.649,0.337,0.815,49.62627304077149,50.18953201293945,7833,FALSE,TRUE
ESP: 1966-1975,ESP: 1976-2020,39,0.3133583959899749,2.685614035087719,-2.814385964912281,1,0.6815,0.7725,0.273,0.636,0.636,1,0.091,0.5905,0.4095,0,0.091,0,0.091,0,0,0,0.1412,0,0,0,0.2824,0,0,0.8588,0.7051,0.1412,0,0,0.2725,0.6885,-0.6678,0.056,-0.296,0.018,0.041,0.333,-0.461,32.852160949707034,44.523577003479005,14933,FALSE,FALSE
FJI: 1987-2013,FJI: 2014-2020,27,0.2765466017375202,4.8198476749175585,-1.6616338065639233,1.4074074074074074,0.2813703703703704,0.16833333333333333,0.31174074074074076,0.30718518518518517,0.18618518518518518,0.7235185185185186,0.4086666666666667,0.2258888888888889,0.3101481481481482,0.023185185185185187,0.10181481481481482,0,0,0.003925925925925926,0.10740740740740741,0.015851851851851853,0.18666666666666668,0.034185185185185187,0.012148148148148148,0.4408518518518519,0.674,0.0038888888888888888,0.33466666666666667,0.32851851851851854,0.16655555555555557,0.03755555555555556,0,0.03688888888888889,0.2008888888888889,0.33459259259259255,-0.8498148148148148,-1.1213333333333333,0.9361111111111111,-0.5084074074074074,0.5321851851851852,0.5115185185185185,1.412111111111111,39.194129905700684,41.60870128631592,10540,FALSE,FALSE
GEO: 1992-2003,GEO: 2004-2020,13,0.40098429951690834,2.7736863197189283,-3.7263136802810717,2.5833333333333335,0.06916666666666667,7.499999999999999e-4,0.7915833333333333,0.6189166666666667,0.7546666666666666,0.3968333333333333,0.185,0.3114166666666667,0.16625,0.3393333333333334,0.45025,0.2991666666666667,0.3550833333333333,0.29058333333333336,8.333333333333333e-5,0,0.27725,0.09766666666666667,0.0285,0.09758333333333333,0.16425,0.08375,0.14341666666666666,0.12116666666666667,0.4041666666666667,0.20541666666666666,0.10733333333333334,0.08091666666666666,1.1055,1.02,-0.2275833333333333,-1.14075,1.0116666666666667,0.373,NA,0.3779166666666667,1.272,40.196464958190916,49.623850936889646,5792,FALSE,TRUE
